hgnc_id	symbol	name	locus_group	locus_type	alias_symbol	prev_symbol	gene_group	gene_group_id	ensembl_gene_id
HGNC:7167	MMP20	matrix metallopeptidase 20	protein-coding gene	gene with protein product			M10 matrix metallopeptidases	891	ENSG00000137674
HGNC:7181	MNAT1	MNAT1 component of CDK activating kinase	protein-coding gene	gene with protein product	MAT1|RNF66		Ring finger proteins|Nucleotide excision repair|CDK activating kinase complex|RING finger E3 ubiquitin protein ligases	58|1269|1744|4163	ENSG00000020426
HGNC:9833	MOK	MOK protein kinase	protein-coding gene	gene with protein product	RAGE1|STK30	RAGE	CILK1, MAK, MOK protein kinase family	3482	ENSG00000080823
HGNC:25020	MON1B	MON1 vesicular trafficking associated B	protein-coding gene	gene with protein product	SAND2|HSRG1|KIAA0872				ENSG00000103111
HGNC:16989	MORF4L1	mortality factor 4 like 1	protein-coding gene	gene with protein product	MRG15|MORFRG15|HsT17725|Eaf3|MEAF3		EMSY complex|Tip60/Nua4 histone acetyltransferase complex subunits	1243|1634	ENSG00000185787
HGNC:24515	MPC2	mitochondrial pyruvate carrier 2	protein-coding gene	gene with protein product	DKFZP564B167|SLC54A2	BRP44	Solute carrier family 54, mitochondrial pyruvate carriers	2204	ENSG00000143158
HGNC:7211	MPG	N-methylpurine DNA glycosylase	protein-coding gene	gene with protein product	MDG		DNA glycosylases	1024	ENSG00000103152
HGNC:13937	MPIG6B	megakaryocyte and platelet inhibitory receptor G6b	protein-coding gene	gene with protein product	G6b|NG31|G6b-B	C6orf25			ENSG00000204420
HGNC:7226	MPZL1	myelin protein zero like 1	protein-coding gene	gene with protein product	PZR|FLJ21047		V-set domain containing	590	ENSG00000197965
HGNC:21232	MRAP2	melanocortin 2 receptor accessory protein 2	protein-coding gene	gene with protein product	bA51G5.2	C6orf117			ENSG00000135324
HGNC:26958	MROH1	maestro heat like repeat family member 1	protein-coding gene	gene with protein product	KIAA1833	HEATR7A	Maestro heat like repeat containing	636	ENSG00000179832
HGNC:33741	MSANTD1	Myb/SANT DNA binding domain containing 1	protein-coding gene	gene with protein product	LOC345222	C4orf44	Myb/SANT domain containing	532	ENSG00000188981
HGNC:7329	MSH6	mutS homolog 6	protein-coding gene	gene with protein product	MSH-6	GTBP	MutS homologs|PWWP domain containing|BRCA1-associated genome surveillance complex	1026|1147|3643	ENSG00000116062
HGNC:7377	MSRA	methionine sulfoxide reductase A	protein-coding gene	gene with protein product			Methionine sulfoxide reductases	4080	ENSG00000175806
HGNC:29678	MSTO1	misato mitochondrial distribution and morphology regulator 1	protein-coding gene	gene with protein product	FLJ10504|LST005|MST|misato				ENSG00000125459
HGNC:7459	MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4	protein-coding gene	gene with protein product	ND4|NAD4	MTND4|LHON	NADH:ubiquinone oxidoreductase core subunits|Mitochondrially encoded protein coding genes	1149|1974	ENSG00000198886
HGNC:7462	MT-ND6	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6	protein-coding gene	gene with protein product	NAD6|ND6	MTND6	NADH:ubiquinone oxidoreductase core subunits|Mitochondrially encoded protein coding genes	1149|1974	ENSG00000198695
HGNC:7410	MTA1	metastasis associated 1	protein-coding gene	gene with protein product			GATA zinc finger domain containing|Myb/SANT domain containing|NuRD complex subunits	82|532|1305	ENSG00000182979
HGNC:30779	MTERF2	mitochondrial transcription termination factor 2	protein-coding gene	gene with protein product	FLJ14062	MTERFD3			ENSG00000120832
HGNC:24258	MTERF3	mitochondrial transcription termination factor 3	protein-coding gene	gene with protein product	CGI-12|FLJ10939	MTERFD1			ENSG00000156469
HGNC:29535	MTF2	metal response element binding transcription factor 2	protein-coding gene	gene with protein product	M96|PCL2|TDRD19A		PHD finger proteins|Tudor domain containing	88|780	ENSG00000143033
HGNC:29510	MTFR1	mitochondrial fission regulator 1	protein-coding gene	gene with protein product	CHPPR|KIAA0009|FAM54A2				ENSG00000066855
HGNC:21055	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	protein-coding gene	gene with protein product	DKFZP586G1517|FLJ21145	FTHFSDC1	MTHFD family|Formyltetrahydrofolate synthetases	4094|4110	ENSG00000120254
HGNC:7434	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	protein-coding gene	gene with protein product			MTHFD family|Methylenetetrahydrofolate dehydrogenases	4094|4096	ENSG00000065911
HGNC:18191	MTMR12	myotubularin related protein 12	protein-coding gene	gene with protein product	3-PAP|FLJ20476|KIAA1682|3PAP	PIP3AP	Myotubularins	903	ENSG00000150712
HGNC:25094	MTSS2	MTSS I-BAR domain containing 2	protein-coding gene	gene with protein product	ABBA-1|LOC92154|ABBA	MTSS1L	I-BAR domain containing	1287	ENSG00000132613
HGNC:7467	MTTP	microsomal triglyceride transfer protein	protein-coding gene	gene with protein product	ABL	MTP			ENSG00000138823
HGNC:7508	MUC1	mucin 1, cell surface associated	protein-coding gene	gene with protein product	CD227|PEM|ADMCKD|ADMCKD1|MCKD|MCD|KL-6|EMA|Ca15-3	PUM|MCKD1	CD molecules|Mucins	471|648	ENSG00000185499
HGNC:7514	MUC4	mucin 4, cell surface associated	protein-coding gene	gene with protein product	ASGP|MUC-4		Mucins	648	ENSG00000145113
HGNC:25153	MVB12A	multivesicular body subunit 12A	protein-coding gene	gene with protein product	FLJ32495	FAM125A	ESCRT-I	1116	ENSG00000141971
HGNC:7530	MVK	mevalonate kinase	protein-coding gene	gene with protein product	LRBP|MK		Isoprenoid biosynthesis kinases	3964	ENSG00000110921
HGNC:7531	MVP	major vault protein	protein-coding gene	gene with protein product	LRP|VAULT1				ENSG00000013364
HGNC:7533	MX2	MX dynamin like GTPase 2	protein-coding gene	gene with protein product	MXB		MX dynamin like GTPase family	3568	ENSG00000183486
HGNC:7548	MYBL2	MYB proto-oncogene like 2	protein-coding gene	gene with protein product	BMYB|B-MYB		Myb/SANT domain containing|MMB complex subunits	532|2282	ENSG00000101057
HGNC:7553	MYC	MYC proto-oncogene, bHLH transcription factor	protein-coding gene	gene with protein product	c-Myc|bHLHe39|MYCC		Basic helix-loop-helix proteins	420	ENSG00000136997
HGNC:7554	MYCBP	MYC binding protein	protein-coding gene	gene with protein product	AMY-1				ENSG00000214114
HGNC:23386	MYCBP2	MYC binding protein 2	protein-coding gene	gene with protein product	PAM|KIAA0916|FLJ10106|PHR1		Ring finger proteins|Atypical E3 ubiquitin ligases	58|4165	ENSG00000005810
HGNC:7572	MYH2	myosin heavy chain 2	protein-coding gene	gene with protein product	MYH2A|MYHSA2|MyHC-IIa|MYHas8|MyHC-2A	IBM3	Myosin heavy chains, class II	1098	ENSG00000125414
HGNC:7573	MYH3	myosin heavy chain 3	protein-coding gene	gene with protein product	MYHC-EMB|MYHSE1|HEMHC|SMHCE		Myosin heavy chains, class II	1098	ENSG00000109063
HGNC:7569	MYH11	myosin heavy chain 11	protein-coding gene	gene with protein product	SMMHC|SMHC|SMMS-1		Myosin heavy chains, class II	1098	ENSG00000133392
HGNC:7571	MYH13	myosin heavy chain 13	protein-coding gene	gene with protein product	MyHC-eo		Myosin heavy chains, class II	1098	ENSG00000006788
HGNC:15754	MYL9	myosin light chain 9	protein-coding gene	gene with protein product	MYRL2|MLC2|LC20|MRLC1		Myosin light chains, class 2	2040	ENSG00000101335
HGNC:7590	MYLK	myosin light chain kinase	protein-coding gene	gene with protein product	MLCK|smMLCK|MYLK1|MLCK1|KRP|Telokin|MLCK108|MLCK210|MYLK-L		Fibronectin type III domain containing|I-set domain containing|Myosin light chain kinase family	555|593|1668	ENSG00000065534
HGNC:7593	MYO10	myosin X	protein-coding gene	gene with protein product	KIAA0799|MyoX		Pleckstrin homology domain containing|Myosin heavy chains, class X|FERM domain containing	682|1104|1293	ENSG00000145555
HGNC:13108	MZF1	myeloid zinc finger 1	protein-coding gene	gene with protein product	ZSCAN6|MZF1B|MZF-1|Zfp98	ZNF42	Zinc fingers C2H2-type|SCAN domain containing	28|42	ENSG00000099326
HGNC:29851	N4BP2	NEDD4 binding protein 2	protein-coding gene	gene with protein product	B3BP		CUE domain containing	3990	ENSG00000078177
HGNC:18704	NAA10	N-alpha-acetyltransferase 10, NatA catalytic subunit	protein-coding gene	gene with protein product	DXS707|TE2	ARD1|ARD1A	N-alpha-acetyltransferase subunits|GCN5 related N-acetyltransferases	660|1134	ENSG00000102030
HGNC:26164	NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit	protein-coding gene	gene with protein product	FLJ22054|MGC40612|PRO2435	NARG1L	N-alpha-acetyltransferase subunits|Tetratricopeptide repeat domain containing|Armadillo like helical domain containing	660|769|1492	ENSG00000172766
HGNC:28212	NAA38	N-alpha-acetyltransferase 38, NatC auxiliary subunit	protein-coding gene	gene with protein product	MGC14151|PFAAP2	LSMD1	N-alpha-acetyltransferase subunits|LSm proteins	660|1505	ENSG00000183011
HGNC:25875	NAA60	N-alpha-acetyltransferase 60, NatF catalytic subunit	protein-coding gene	gene with protein product	FLJ14154|HAT4|NatF|hNaa60	NAT15	Lysine acetyltransferases|N-alpha-acetyltransferase subunits|GCN5 related N-acetyltransferases	486|660|1134	ENSG00000122390
HGNC:26232	NABP1	nucleic acid binding protein 1	protein-coding gene	gene with protein product	FLJ22833|DKFZp667M1322|FLJ13624|MGC111163|SSB2|hSSB2|SOSS-B2	OBFC2A|NABP1-OT1			ENSG00000173559
HGNC:16140	NANP	N-acetylneuraminic acid phosphatase	protein-coding gene	gene with protein product	dJ694B14.3|MGC26833	C20orf147|HDHD4	HAD Asp-based non-protein phosphatases|Haloacid dehalogenase like hydrolase domain containing	1045|1377	ENSG00000170191
HGNC:18069	NAT8	N-acetyltransferase 8 (putative)	protein-coding gene	gene with protein product	Hcml1|TSC501|ATase2		GCN5 related N-acetyltransferases	1134	ENSG00000144035
HGNC:28791	NBPF15	NBPF member 15	protein-coding gene	gene with protein product	MGC8902	NBPF16	NBPF members	662	ENSG00000266338
HGNC:49571	NBPF26	NBPF member 26	protein-coding gene	gene with protein product			NBPF members	662	ENSG00000273136
HGNC:24305	NCAPD2	non-SMC condensin I complex subunit D2	protein-coding gene	gene with protein product	CNAP1|hCAP-D2|CAP-D2|KIAA0159		Condensin I subunits|Armadillo like helical domain containing	1452|1492	ENSG00000010292
HGNC:24304	NCAPG	non-SMC condensin I complex subunit G	protein-coding gene	gene with protein product	FLJ12450|hCAP-G|CAP-G|YCG1		Condensin I subunits|Armadillo like helical domain containing	1452|1492	ENSG00000109805
HGNC:7664	NCK1	NCK adaptor protein 1	protein-coding gene	gene with protein product	NCKalpha	NCK	SH2 domain containing|SH3 domain containing	741|4034	ENSG00000158092
HGNC:7665	NCK2	NCK adaptor protein 2	protein-coding gene	gene with protein product	NCKbeta		SH2 domain containing|SH3 domain containing	741|4034	ENSG00000071051
HGNC:7670	NCOA3	nuclear receptor coactivator 3	protein-coding gene	gene with protein product	RAC3|AIB1|ACTR|p/CIP|TRAM-1|CAGH16|TNRC16|KAT13B|bHLHe42|SRC-3|SRC3		Basic helix-loop-helix proteins|Lysine acetyltransferases|PAS domain containing	420|486|2127	ENSG00000124151
HGNC:3953	NCS1	neuronal calcium sensor 1	protein-coding gene	gene with protein product	NCS-1	FREQ	EF-hand domain containing	863	ENSG00000107130
HGNC:18537	NDFIP2	Nedd4 family interacting protein 2	protein-coding gene	gene with protein product	KIAA1165|N4wbp5a		NDFIP family	3742	ENSG00000102471
HGNC:14466	NDRG4	NDRG family member 4	protein-coding gene	gene with protein product	KIAA1180|SMAP-8		NDRG family	1842	ENSG00000103034
HGNC:15899	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5	protein-coding gene	gene with protein product	dJ842G6.1	C20orf7	Mitochondrial respiratory chain complex assembly factors|7BS non-methyltransferases	645|3462	ENSG00000101247
HGNC:30384	NENF	neudesin neurotrophic factor	protein-coding gene	gene with protein product	CIR2|SCIRP10|SPUF		Membrane associated progesterone receptor family|Cytochrome b5 domain containing	1282|3991	ENSG00000117691
HGNC:14592	NET1	neuroepithelial cell transforming 1	protein-coding gene	gene with protein product	ARHGEF8|NET1A		Pleckstrin homology domain containing|Dbl family Rho GEFs	682|722	ENSG00000173848
HGNC:7760	NEU3	neuraminidase 3	protein-coding gene	gene with protein product			Neuraminidases	1649	ENSG00000162139
HGNC:16156	NEURL2	neuralized E3 ubiquitin protein ligase 2	protein-coding gene	gene with protein product	dJ337O18.6|FLJ30259|Ozz|Ozz-E3	C20orf163			ENSG00000124257
HGNC:13805	NEUROG2	neurogenin 2	protein-coding gene	gene with protein product	Atoh4|Math4A|ngn-2|bHLHa8|NGN2		Basic helix-loop-helix proteins	420	ENSG00000178403
HGNC:7777	NFATC3	nuclear factor of activated T cells 3	protein-coding gene	gene with protein product	NFAT4|NFATX|n339260		Nuclear factors of activated T-cells|IPT domain containing	665|1752	ENSG00000072736
HGNC:7778	NFATC4	nuclear factor of activated T cells 4	protein-coding gene	gene with protein product	NFAT3		Nuclear factors of activated T-cells|IPT domain containing	665|1752	ENSG00000100968
HGNC:7781	NFE2L1	NFE2 like bZIP transcription factor 1	protein-coding gene	gene with protein product	NRF1|LCR-F1|FLJ00380|NRF-1	TCF11	NFE2 family bZIP transcription factors	3836	ENSG00000082641
HGNC:7782	NFE2L2	NFE2 like bZIP transcription factor 2	protein-coding gene	gene with protein product	NRF2|NRF-2		MicroRNA protein coding host genes|NFE2 family bZIP transcription factors	1691|3836	ENSG00000116044
HGNC:7787	NFIL3	nuclear factor, interleukin 3 regulated	protein-coding gene	gene with protein product	E4BP4|NFIL3A|NF-IL3A	IL3BP1	Basic leucine zipper proteins	506	ENSG00000165030
HGNC:7794	NFKB1	nuclear factor kappa B subunit 1	protein-coding gene	gene with protein product	KBF1|p105|NFKB-p50|p50|NF-kappaB|NFkappaB|NF-kB1		Ankyrin repeat domain containing|NF-kappa B complex subunits|IPT domain containing|NFKB inhibitor family	403|1254|1752|4007	ENSG00000109320
HGNC:7795	NFKB2	nuclear factor kappa B subunit 2	protein-coding gene	gene with protein product	LYT-10|p52|p105|NF-kB2|p49/p100		Ankyrin repeat domain containing|NF-kappa B complex subunits|IPT domain containing|NFKB inhibitor family	403|1254|1752|4007	ENSG00000077150
HGNC:7797	NFKBIA	NFKB inhibitor alpha	protein-coding gene	gene with protein product	IKBA|MAD-3|IkappaBalpha	NFKBI	Ankyrin repeat domain containing|NFKB inhibitor family	403|4007	ENSG00000100906
HGNC:7798	NFKBIB	NFKB inhibitor beta	protein-coding gene	gene with protein product	IKBB|TRIP9		Ankyrin repeat domain containing|NFKB inhibitor family	403|4007	ENSG00000104825
HGNC:7799	NFKBIE	NFKB inhibitor epsilon	protein-coding gene	gene with protein product	IKBE		Ankyrin repeat domain containing|NFKB inhibitor family	403|4007	ENSG00000146232
HGNC:18077	NGRN	neugrin, neurite outgrowth associated	protein-coding gene	gene with protein product	DSC92				ENSG00000182768
HGNC:11075	NHERF1	NHERF family PDZ scaffold protein 1	protein-coding gene	gene with protein product	NHERF|EBP50|NHERF-1|NHE-RF	SLC9A3R1	PDZ domain containing|MicroRNA protein coding host genes|NHERF family PDZ scaffold proteins	1220|1691|2226	ENSG00000109062
HGNC:24731	NHLRC2	NHL repeat containing 2	protein-coding gene	gene with protein product	FLJ25621|FLJ20147|FLJ33312|MGC45492|DKFZp779F115				ENSG00000196865
HGNC:33737	NHSL2	NHS like 2	protein-coding gene	gene with protein product			NHS family	2269	ENSG00000204131
HGNC:29301	NHSL3	NHS like 3	protein-coding gene	gene with protein product		KIAA1522	NHS family	2269	ENSG00000162522
HGNC:18317	NICN1	nicolin 1, tubulin polyglutamylase complex subunit	protein-coding gene	gene with protein product	MGC12936		Tubulin polyglutamylase complex subunits	2117	ENSG00000145029
HGNC:13389	NID2	nidogen 2	protein-coding gene	gene with protein product					ENSG00000087303
HGNC:17838	NIFK	nucleolar protein interacting with the FHA domain of MKI67	protein-coding gene	gene with protein product	Nop15|Nopp34|hNIFK	MKI67IP	RNA binding motif containing	725	ENSG00000155438
HGNC:7827	NIPSNAP1	nipsnap homolog 1	protein-coding gene	gene with protein product					ENSG00000184117
HGNC:18006	NISCH	nischarin	protein-coding gene	gene with protein product	KIAA0975|I-1|IRAS				ENSG00000010322
HGNC:7828	NIT1	nitrilase 1	protein-coding gene	gene with protein product					ENSG00000158793
HGNC:24739	NKPD1	NTPase KAP family P-loop domain containing 1	protein-coding gene	gene with protein product	FLJ33600				ENSG00000179846
HGNC:7837	NKX2-4	NK2 homeobox 4	protein-coding gene	gene with protein product	NKX2.4	NKX2D	NKL subclass homeoboxes and pseudogenes	519	ENSG00000125816
HGNC:21269	NLRP5	NLR family pyrin domain containing 5	protein-coding gene	gene with protein product	PYPAF8|MATER|PAN11|CLR19.8	NALP5	NLR family|Pyrin domain containing|Subcortical maternal complex	666|994|1684	ENSG00000171487
HGNC:20567	NME6	NME/NM23 nucleoside diphosphate kinase 6	protein-coding gene	gene with protein product	NM23-H6|IPIA-ALPHA		NME/NM23 family	961	ENSG00000172113
HGNC:7857	NMT1	N-myristoyltransferase 1	protein-coding gene	gene with protein product	NMT		N-myristoyltransferase family	3561	ENSG00000136448
HGNC:7863	NNT	nicotinamide nucleotide transhydrogenase	protein-coding gene	gene with protein product					ENSG00000112992
HGNC:7869	NOL3	nucleolar protein 3	protein-coding gene	gene with protein product	ARC|NOP30|MYP|CARD2		Caspase recruitment domain containing	959	ENSG00000140939
HGNC:26265	NOL9	nucleolar protein 9	protein-coding gene	gene with protein product	FLJ23323|NET6|Grc3		Large ribosomal subunit biogenesis complex|RNA kinases|DNA kinases	1301|3966|3973	ENSG00000162408
